Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
177.0,CA,37.426316,-122.141082,94306.0,c:15888,Palo Alto,,Neopolitan Networks,0.0,1/1/2002,7/25/2008,6/28/2007,6/28/2007,5.4904,5.4904,0.0,0.0,1.0,1.0,3170000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:15888,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,closed
26.0,CA,37.764395,-122.40102399999999,94103.0,c:10751,San Francisco,,Pixelpipe,0.0,1/1/2008,8/2/2013,1/1/2007,4/25/2011,-1.0,3.3151,3.6959,5.663,4.0,2.0,2300000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:10751,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,closed
803.0,CO,40.010492,-105.276843,80302.0,c:458,Boulder,,EventVue,0.0,5/1/2007,2/1/2010,8/1/2007,9/1/2007,0.2521,0.337,,,5.0,2.0,455000.0,0.0,CO,0.0,0.0,0.0,0.0,1.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:458,0.0,1.0,1.0,0.0,0.0,0.0,4.5,1.0,closed
797.0,IL,41.875555,-87.624421,60601.0,c:45525,Chicago,Chicago IL 60601,BridgePort Networks,1.0,1/1/2002,,11/3/2006,11/3/2006,4.8411,4.8411,1.0,1.0,3.0,1.0,13000000.0,1.0,IL,0.0,0.0,0.0,0.0,1.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:45525,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,acquired
572.0,CA,37.429676,-122.1085482,94303.0,c:3193,Palo Alto,,Scalent Systems,1.0,1/1/2003,,1/22/2007,1/22/2007,4.0603,4.0603,3.0027,3.0027,7.0,1.0,15000000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:3193,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,acquired
503.0,CA,37.870101999999996,-122.268136,94704.0,c:28456,Berkeley,Berkeley CA 94704,IQ Engines,1.0,6/1/2008,,6/25/2012,6/25/2012,4.0685,4.0685,3.4192,5.2301,2.0,1.0,3800000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,photo_video,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:28456,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,acquired
642.0,TX,30.2653441,-97.7435857,78701.0,c:36920,Austin,,"RetailMeNot, Inc.",1.0,5/1/2007,,11/1/2009,11/10/2011,2.5068,4.5315,4.931500000000001,5.6767,37.0,5.0,299500000.0,2.0,TX,0.0,0.0,0.0,1.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:36920,1.0,0.0,1.0,0.0,1.0,0.0,1.75,1.0,acquired
625.0,CA,33.708708,-117.852069,92705.0,c:35712,Santa Ana,Santa Ana CA 92705,Mophie,1.0,5/24/2005,,8/1/2006,8/1/2006,1.189,1.189,2.189,7.7753000000000005,5.0,1.0,1000000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:35712,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,acquired
355.0,CA,37.422858999999995,-122.045217,94035.0,c:21492,Moffett Field,Moffett Field CA 94035,Airship Ventures,0.0,1/1/2007,11/14/2012,5/9/2008,3/1/2009,1.3534000000000002,2.1644,4.5178,4.5178,3.0,2.0,10500000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:21492,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,closed
510.0,WA,47.603832,-122.330062,98119.0,c:28768,Seattle,Seattle WA 98119,Lockdown Networks,1.0,1/1/2001,,2/25/2005,3/2/2006,4.1534,5.1671000000000005,3.0,3.0,6.0,2.0,8600000.0,1.0,WA,0.0,0.0,0.0,0.0,1.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:28768,1.0,0.0,0.0,1.0,0.0,0.0,1.5,1.0,acquired
485.0,NC,36.002893,-78.90407499999999,27701.0,c:27741,Durham,,eMinor,0.0,10/1/2006,2/17/2012,8/1/2006,10/7/2008,-0.1671,2.0192,,,9.0,2.0,5000000.0,0.0,NC,0.0,0.0,0.0,0.0,1.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:27741,0.0,0.0,1.0,1.0,0.0,0.0,2.5,1.0,closed
145.0,CA,37.779281,-122.419236,94105.0,c:150658,San Francisco,San Francisco CA 94105,Karma,1.0,1/1/2011,,1/1/2011,11/14/2011,0.0,0.8685,0.4137,2.1671,3.0,2.0,2304999.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:150658,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,acquired
605.0,PA,40.441694,-79.99008599999999,15219.0,c:34338,Pittsburgh,Pittsburgh PA 15219,Zipano,0.0,6/1/2009,5/27/2012,7/1/2009,7/1/2009,0.08220000000000001,0.08220000000000001,,,2.0,1.0,25000.0,0.0,PA,0.0,0.0,0.0,0.0,1.0,security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:34338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,closed
785.0,NY,40.73901,-73.997259,10011.0,c:45111,New York,New York NY 10011,Entertainment Media Works,0.0,7/1/2004,10/1/2008,2/26/2007,2/26/2007,2.6575,2.6575,0.0,0.0,1.0,1.0,4000000.0,1.0,NY,0.0,1.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:45111,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,closed
562.0,CA,37.791137,-122.391843,94111.0,c:3178,San Francisco,,Elastra,0.0,1/1/2007,1/28/2011,8/15/2007,8/5/2008,0.6192000000000001,1.5945,1.0,4.3315,8.0,2.0,14600000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:3178,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,closed
619.0,CA,37.404787999999996,-121.94084199999999,95134.0,c:35402,San Jose,San Jose CA 95134,RPO,0.0,1/1/2005,6/1/2013,1/24/2006,9/13/2010,1.063,5.7014000000000005,,,0.0,3.0,44000000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:35402,0.0,0.0,0.0,1.0,1.0,0.0,4.5,1.0,closed
378.0,CA,37.7795014,-122.3948712,94107.0,c:22856,San Francisco,,Fotomoto,1.0,10/1/2008,,12/1/2008,5/26/2011,0.1671,2.6493,0.6082000000000001,4.7507,10.0,3.0,1822922.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,ecommerce,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,c:22856,0.0,1.0,1.0,0.0,0.0,0.0,2.3333,1.0,acquired
63.0,NY,40.755446,-73.980246,10010.0,c:1224,New York,,Peer39,1.0,3/1/2006,,3/1/2006,1/24/2012,0.0,5.904100000000001,3.8411000000000004,7.137,18.0,7.0,29915001.0,5.0,NY,0.0,1.0,0.0,0.0,0.0,advertising,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c:1224,1.0,1.0,1.0,1.0,1.0,0.0,2.75,1.0,acquired
65.0,GA,33.756806,-84.392198,30303.0,c:1234,Atlanta,,Vitrue,1.0,5/1/2006,,5/1/2006,2/17/2011,0.0,4.802700000000001,3.7205000000000004,7.6164000000000005,26.0,4.0,33000000.0,5.0,GA,0.0,0.0,0.0,0.0,1.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:1234,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,acquired
139.0,NH,42.99564,-71.45478899999999,3101.0,c:149809,Manchester,Manchester NH 3101,Trendslide,1.0,8/1/2011,,8/1/2011,3/1/2012,0.0,0.5836,0.5836,0.5945,9.0,2.0,125000.0,2.0,NH,0.0,0.0,0.0,0.0,1.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:149809,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,acquired
98.0,CA,40.0157332,-105.275027,94025.0,c:13733,Menlo Park,,PublicEarth,0.0,1/1/2008,2/15/2011,2/8/2008,5/21/2010,0.1041,2.3863000000000003,2.3315,2.7918000000000003,7.0,2.0,4000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:13733,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,closed
681.0,WA,47.63609,-122.327028,98102.0,c:39106,Seattle,,Azaleos,1.0,5/11/2004,,11/6/2007,11/6/2007,3.4904,3.4904,5.6603,8.342500000000001,10.0,1.0,10000000.0,3.0,WA,0.0,0.0,0.0,0.0,1.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:39106,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,acquired
884.0,CA,37.4049731,-122.03235249999999,94089.0,c:5306,Sunnyvale,,Efficient Frontier,1.0,1/1/2002,,8/31/2006,8/31/2006,4.6658,4.6658,8.7425,10.2247,25.0,1.0,6000000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,advertising,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c:5306,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,acquired
207.0,CA,37.36883,-122.03635000000001,94085.0,c:16303,Sunnyvale,Sunnyvale CA 94085,NetDevices,1.0,1/1/2003,,8/16/2005,8/16/2005,2.6247000000000003,2.6247000000000003,,,4.0,1.0,25000000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:16303,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,acquired
747.0,NY,40.730646,-73.986614,100011.0,c:43188,New York,New York NY 100011,Go Try It On,1.0,12/1/2009,,11/4/2010,11/13/2012,0.926,2.9534000000000002,0.8329000000000001,2.7425,2.0,3.0,3750000.0,3.0,NY,0.0,1.0,0.0,0.0,0.0,fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:43188,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,acquired
593.0,MA,42.3751,-71.105616,2139.0,c:33507,Cambridge,Cambridge MA 2139,Performable,1.0,10/17/2009,,1/15/2010,1/15/2010,0.2466,0.2466,1.1178000000000001,1.663,9.0,1.0,3000000.0,2.0,MA,0.0,0.0,1.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:33507,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,acquired
1010.0,CA,37.779281,-122.419236,94607.0,c:68157,San Francisco,San Francisco CA 94607,Appstores.com,1.0,5/24/2010,,8/1/2010,8/1/2011,0.189,1.189,1.3562,1.6575,6.0,2.0,1155000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:68157,0.0,1.0,0.0,0.0,0.0,0.0,9.5,1.0,acquired
403.0,CA,37.560781,-122.28411399999999,94404.0,c:2395,San Mateo,,Fortify Software,1.0,10/1/2002,,12/15/2005,12/15/2005,3.2082,3.2082,5.2548,7.8822,11.0,1.0,10000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:2395,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,acquired
666.0,CA,37.658313,-122.391032,94080.0,c:38220,South San Francisco,South San Francisco CA 94080,iCurrent,1.0,1/1/2006,,8/1/2008,8/1/2008,2.5836,2.5836,2.0,2.0,5.0,1.0,3000000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:38220,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,acquired
847.0,MA,42.360253,-71.058291,2210.0,c:49815,Boston,Boston MA 2210,AisleBuyer,1.0,1/1/2009,,11/23/2010,6/13/2011,1.8932,2.4466,2.0,3.2767,4.0,2.0,11500000.0,3.0,MA,0.0,0.0,1.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:49815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,acquired
421.0,TX,30.321464,-97.75501000000001,78731.0,c:249,Austin,Austin TX 78731,Indeed,1.0,11/1/2004,,8/1/2005,8/1/2005,0.7479,0.7479,4.049300000000001,8.3233,12.0,1.0,5000000.0,5.0,TX,0.0,0.0,0.0,1.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:249,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,acquired
364.0,MA,42.375640000000004,-71.2358,2451.0,c:22027,Waltham,Waltham MA 2451,Colubris Networks,1.0,1/1/2000,,3/8/2005,10/23/2006,5.1863,6.813700000000001,7.3342,7.3342,9.0,2.0,29000000.0,1.0,MA,0.0,0.0,1.0,0.0,0.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:22027,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,acquired
31.0,CA,37.787084199999995,-122.4038047,94103.0,c:109,San Francisco,,Mashery,1.0,5/1/2006,,1/1/2007,7/23/2012,0.6712,6.2329,4.049300000000001,7.597300000000001,37.0,6.0,34700000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:109,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,acquired
768.0,CA,37.441537,-122.158332,94301.0,c:43948,Palo Alto,Palo Alto CA 94301,Transparency Software,0.0,1/1/2004,1/1/2009,3/9/2005,7/1/2007,1.1863000000000001,3.4986,,,0.0,2.0,12050000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:43948,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,closed
1059.0,CA,37.445586,-122.161929,95128.0,c:765,Palo Alto,Palo Alto CA 95128,Viewdle,1.0,1/1/2006,,3/1/2008,10/5/2010,2.1644,4.7616000000000005,4.0027,6.7534,13.0,3.0,12000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:765,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,acquired
320.0,CA,33.5842816,-117.73068169999999,92656.0,c:19257,Aliso Viejo,,Enclarity,1.0,2/1/2005,,3/10/2009,3/10/2009,4.1041,4.1041,1.9151,1.9151,18.0,1.0,5500000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,consulting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,c:19257,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,acquired
445.0,CA,37.402772999999996,-122.052551,94089.0,c:25827,Sunnyvale,,Virsto Software,1.0,7/1/2007,,6/26/2009,8/25/2011,1.989,4.1534,2.8986,5.2575,10.0,3.0,24000000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:25827,0.0,0.0,1.0,1.0,0.0,0.0,3.3333000000000004,1.0,acquired
950.0,MO,39.103151,-94.581908,64106.0,c:5932,Kansas City,,Handmark,1.0,7/1/2000,,9/12/2005,9/7/2006,5.2027,6.189,7.5068,12.8932,6.0,2.0,10000000.0,2.0,MO,0.0,0.0,0.0,0.0,1.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:5932,0.0,0.0,1.0,1.0,0.0,0.0,4.5,1.0,acquired
